wall_seconds,sim_seconds,rtf,gazebo_cpu_seconds,gazebo_rss_mib,threads
157.4774825840001,100.58,0.6898538116990155,293.55,862.01171875,76
158.477500469,101.218,0.6379885895741316,295.53,862.38671875,76
159.477563487,101.872,0.6539587888250477,297.52,862.63671875,76
160.48074832300006,102.564,0.6898030902851008,299.5,862.88671875,76
161.4838381090001,103.238,0.6719238989439624,301.47,863.26171875,76
162.486786253,103.9,0.6600540655669941,303.42,863.51171875,76
163.488794311,104.514,0.6127695232566576,305.4,863.63671875,76
164.489721197,105.166,0.6513962299540026,307.41,864.13671875,76
165.49219506300005,105.844,0.6763268579811108,309.38,864.26171875,76
166.49342320200003,106.536,0.6911511702928907,311.37,864.63671875,76
167.50253090400008,107.18,0.6381875777219792,313.35,864.88671875,76
168.50280150100002,107.83,0.6498241595319338,315.32,865.26171875,76
169.50347010100006,108.512,0.6815443194679787,317.28,865.51171875,76
170.50549398700002,109.196,0.6826184580594162,319.26,865.76171875,76
171.50707728999998,109.85,0.6529661567251802,321.27,866.13671875,76
172.509611318,110.488,0.6363873765689243,323.23,866.51171875,76
173.50979146500003,111.158,0.6698793232495313,325.22,867.01171875,76
174.51152758400008,111.834,0.6748284175625028,327.21,867.13671875,76
175.51452072200004,112.532,0.6959170243097091,329.18,867.38671875,76
176.51622630600002,113.19,0.6568796366019014,331.14,867.63671875,76
177.51756188700006,113.83,0.6391463682543188,333.11,868.01171875,76
178.51929143300003,114.52,0.6888086737136258,335.08,868.38671875,76
179.5216294070001,115.208,0.6863952258082997,337.04,868.38671875,76
180.52298013000006,115.868,0.6591097253344813,339.05,868.76171875,76
181.523961709,116.522,0.6533586768434013,341.01,868.88671875,76
182.52508515500006,117.192,0.669248135858706,342.99,869.10546875,76
183.52708936700003,117.874,0.6806358614388934,344.97,869.328125,76
