wall_seconds,sim_seconds,rtf,gazebo_cpu_seconds,gazebo_rss_mib,threads
105.19761851999996,94.578,0.993255038855759,132.61,614.48046875,52
106.198457462,95.534,0.9551986437393986,133.92,614.48046875,52
107.19979093200001,96.462,0.9267641877585283,135.25,614.48046875,52
108.20145821700001,97.356,0.8925119282497027,136.59,614.48046875,52
109.20195669899996,98.254,0.8975525861917807,137.92,614.48046875,52
110.20407433900002,99.134,0.8781404147320971,139.26,614.48046875,52
111.20475359899999,100.038,0.9033863657772058,140.58,614.48046875,52
112.206238835,101.002,0.9625703558549427,141.89,614.48046875,52
113.20745667599996,101.968,0.9648249965613992,143.2,614.48046875,52
114.20758664600001,102.95,0.9818723860459398,144.51,614.48046875,52
115.20949214800001,103.872,0.9202464685137515,145.83,614.48046875,52
116.211064876,104.824,0.9505051139930922,147.14,614.48046875,52
117.21130174099997,105.82,0.9957641383273934,148.45,614.48046875,52
118.21329159000001,106.714,0.8922246077564502,149.77,614.48046875,52
119.21542128899998,107.634,0.9180448408205826,151.11,614.48046875,52
120.21653504899999,108.524,0.8890098563823475,152.44,614.48046875,52
121.21670928899997,109.514,0.9898275324507619,153.74,614.48046875,52
122.21831402899997,110.512,0.9964010354024482,155.04,614.48046875,52
123.21934544299998,111.442,0.9290417733084078,156.36,614.48046875,52
124.22126363499999,112.342,0.8982769323745358,157.66,614.48046875,52
125.22187391100002,113.318,0.9754047339005822,158.96,614.48046875,52
126.22264833199998,114.292,0.9732462976289865,160.26,614.48046875,52
127.22274443399996,115.28,0.9879050603479035,161.56,614.48046875,52
128.22410259199998,116.262,0.9806680977776417,162.86,614.48046875,52
129.22466371099998,117.156,0.8934986409361049,164.17,614.48046875,52
130.226316621,118.152,0.9943564183325507,165.47,614.48046875,52
131.22657082700002,119.128,0.9757519579977425,166.77,614.48046875,52
132.22823707899997,120.056,0.9264562903533298,168.09,614.48046875,52
133.228501928,120.966,0.909759051225022,169.41,614.48046875,52
134.22920968499997,121.95,0.9833040596686632,170.71,614.48046875,52
135.22952313699997,122.924,0.9736947934196165,172.02,614.48046875,52
136.229867009,123.906,0.9816624337755422,173.33,614.48046875,52
137.230429105,124.866,0.959460690983425,174.63,614.48046875,52
138.23093657399997,125.772,0.9055404662851605,175.95,614.48046875,52
139.231107228,126.758,0.9858317638661157,177.27,614.48046875,52
140.232379674,127.75,0.9907393376927413,178.58,614.48046875,52
141.233730211,128.718,0.9666944433864941,179.88,614.48046875,52
142.23583083999998,129.628,0.9080924346970067,181.22,614.48046875,52
143.235843636,130.608,0.9799874600804581,182.53,614.48046875,52
144.236733901,131.554,0.9451585584159807,183.85,614.171875,52
