time_s,truth_x,truth_y,truth_z,estimate_x,estimate_y,estimate_z,position_error_m,rotation_error_deg,sim_latency_s
9.7,-0.00020274920382137808,-2.20475308663817e-17,0.1499991333828011,-0.0002027492038213783,-2.168404344971009e-17,0.1499991333828011,4.2325273314119615e-19,9.31004651415411e-19,0.05799999999999983
9.8,-0.00020274920382137808,-2.20475308663817e-17,0.1499991333828011,-0.0013344602424898776,0.00413409818301674,0.15052129259971045,0.004317891604668881,0.02618044942509548,0.045999999999999375
9.9,-0.00020274920382137808,-2.20475308663817e-17,0.1499991333828011,-0.004087975832121081,0.006146420714713943,0.14950903824606165,0.007287912375884445,0.01645049748314718,0.04400000000000048
10.0,-0.00020274920382137808,-2.20475308663817e-17,0.1499991333828011,0.0005103178796034495,0.005478169745160542,0.15010624540055245,0.005525421378194003,0.01796114444533957,0.006000000000000227
10.3,-0.00020274920382137808,-2.20475308663817e-17,0.1499991333828011,-0.005263360135857851,0.002665447085377911,0.14912509729172074,0.00578604616805879,0.022927232592853956,0.053999999999998494
10.4,-0.00020274920382137808,-2.20475308663817e-17,0.1499991333828011,-0.0019014466202253602,0.0053819141348993285,0.15010751586685703,0.005644671773520327,0.025834674044720462,0.04400000000000048
10.5,-0.00020274920382137808,-2.20475308663817e-17,0.1499991333828011,-0.002563287589548842,0.004656321791688652,0.15061178094595032,0.005256311552303603,0.01776337436946539,0.04400000000000048
10.6,-0.00020274920382137808,-2.20475308663817e-17,0.1499991333828011,-3.63972431585962e-07,-0.0006629740718675078,0.14944841913358453,0.0008853138348311441,0.012921188623980819,0.04600000000000115
10.7,-0.00020274920382137808,-2.20475308663817e-17,0.1499991333828011,-0.0030133260550319714,0.0054871761307528875,0.1495985152763557,0.006178101568740774,0.01600652754140601,0.05600000000000094
10.8,-0.00020274920382137808,-2.20475308663817e-17,0.1499991333828011,-0.002474802035436024,0.003999283738832226,0.14968214013894227,0.004610529168109482,0.024962367484029538,0.041999999999999815
10.9,-0.00020274920382137808,-2.20475308663817e-17,0.1499991333828011,-0.003490628597588491,0.0026687931191936177,0.14998191369163077,0.004234725981545643,0.01772556448676109,0.041999999999999815
11.0,-0.00020274920382137808,-2.20475308663817e-17,0.1499991333828011,0.00037293489757084784,0.004310823961296669,0.14977112689746389,0.004355066287353305,0.014251128868061888,0.041999999999999815
11.1,-0.00020274920382137808,-2.20475308663817e-17,0.1499991333828011,-0.0017651946000258778,0.005329317386314884,0.14973686720730892,0.005559824005038853,0.012384321451468894,0.04600000000000115
11.2,-0.00020274920382137808,-2.20475308663817e-17,0.1499991333828011,-0.006031667516382351,0.009262316438540285,0.15013198429572394,0.010944607981432094,0.021604414745973622,0.04600000000000115
11.3,-0.00020274920382137808,-2.20475308663817e-17,0.1499991333828011,-0.004992269769824799,0.005817561234630326,0.15016568956094692,0.007537324918783988,0.024097077317308865,0.053999999999998494
11.4,-0.00020274920382137808,-2.20475308663817e-17,0.1499991333828011,-0.00507065685057073,0.006958006400612243,0.14918905659084414,0.008530334245333494,0.021000095893906078,0.05400000000000027
11.5,-0.0002093305780826386,2.6113584629706655e-10,0.14999996011676625,-0.00025352365210510306,0.005711067514875889,0.15057119313455739,0.005739734259105393,0.023481398790199046,0.05400000000000027
11.6,-0.00021464339452351028,2.6071466658083673e-10,0.14999996005037278,-0.0019804434439928418,0.007383309650512527,0.1504903120229939,0.007607348579974272,0.021980134464137432,0.04600000000000115
11.7,-0.00021780799690092868,2.6047116718735433e-10,0.1499999600113254,-0.006464603158858786,0.0103657538808265,0.15036186341308883,0.012107942516611885,0.018786046913025843,0.040000000000000924
11.8,-0.0002198617165019088,2.603218536592881e-10,0.14999995998631666,-0.004848197928773673,0.0023529392586181985,0.14990934533752875,0.005192882536521012,0.014680339428895642,0.049999999999998934
11.9,-0.00022086698957623742,2.6025470080717396e-10,0.14999995997423085,-0.004982556366577402,0.0010341250738805288,0.14968129793423438,0.004883097925388873,0.011762153179643551,0.045999999999999375
12.0,-0.00022086698957623742,2.6025470080717396e-10,0.14999995997423085,-0.0030057762806946393,0.002440346263525932,0.15024885529052381,0.0037111935080122197,0.01057446335648163,0.05400000000000027
12.1,-0.00022187123957861184,2.6019965981774536e-10,0.14999995996233778,-0.003492691195559874,0.0047954260058014975,0.14998290280436818,0.005804710347008212,0.011168699838849577,0.041999999999999815
12.2,-0.00022187123957861184,2.6019965981774536e-10,0.14999995996233778,-0.0025268152770418256,0.00700705087497939,0.150174327173966,0.007378477434973507,0.01764623685015988,0.04200000000000159
12.3,-0.00022187123957861184,2.6019965981774536e-10,0.14999995996233778,-0.002948543959699753,0.007778774582499665,0.14967526799146078,0.008249212020301013,0.016437129913297207,0.04399999999999871
12.4,-0.0003061447169854433,2.603566750691477e-10,0.14999995996316823,-0.0007658456360378218,0.004624223748115292,0.14948506948031207,0.0046754550590345665,0.024656730023052555,0.041999999999999815
12.5,-0.0009287763310303818,7.344498511913964e-10,0.14998234626841483,-0.005333947490347281,0.0071101715517396455,0.1491575834485957,0.008404778147153727,0.013061629945853533,0.03999999999999915
12.6,-0.0007642905473719099,7.366248699691193e-10,0.150008494736723,-0.0015112138113454567,0.005068916483011108,0.14996652875799843,0.005123823020909053,0.027520213050425745,0.040000000000000924
12.7,-0.0009718981988984179,-3.0256417016174115e-09,0.14995497703943683,-0.0036492757525394327,0.0038456927803194674,0.15025893012642738,0.004695754920757593,0.029158897414334233,0.040000000000000924
12.8,-0.0018093874925369756,-4.1394938354885245e-10,0.14996051584206177,-0.003563431136595229,0.004454534772716193,0.14976651470246197,0.004791366117994835,0.031899035695106305,0.04800000000000004
12.9,-0.003611880193326044,-4.0930410773739574e-10,0.14999092992096624,-0.009411607539437771,0.00498044090611578,0.15045864399301873,0.007659007079169824,0.05284561871036773,0.04800000000000004
13.0,-0.005441431077390042,8.763185797732686e-10,0.149911292384878,-0.008004553300726056,0.005721419597071194,0.14922675634964871,0.006306569375933705,0.019444950318121147,0.05599999999999916
13.1,-0.007662455248686982,1.7528710925830763e-09,0.14993988798318217,-0.008377792125488746,0.007819810579253,0.14922514028298942,0.007884921128546798,0.032685328464687684,0.040000000000000924
